id_candidat,matieres_preferees,moyenne_scolaire,competences,centres_interet,projets,preferences_professionnelles,environnement_travail,parcours_cible
cand-000545,matiere_synthetique_5,16.19,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 1, ""competence-statistiques-informatique"": 3}",design;finance;informatique,,recherche,teletravail,parcours-igglia
cand-000987,matiere_synthetique_4;matiere_synthetique_16;matiere_synthetique_15,11.66,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 3, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 4}",agriculture,projet_personnel_tech,entrepreneuriat,teletravail,parcours-igglia
cand-000742,matiere_synthetique_15;matiere_synthetique_8;matiere_synthetique_8,12.05,"{""competence-techniques-informatiques-gestion"": 3, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 5}",design,projet_associatif,fonction_publique,bureau,parcours-esiia
cand-000521,matiere_synthetique_4,11.07,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 2}",finance,,fonction_publique,terrain,parcours-igglia
cand-000534,matiere_synthetique_18;matiere_synthetique_16,17.65,"{""competence-techniques-informatiques-gestion"": 2, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 4, ""competence-statistiques-informatique"": 0}",design,projet_associatif,entrepreneuriat,terrain,parcours-imticia
cand-000127,matiere_synthetique_19;matiere_synthetique_1,14.78,"{""competence-techniques-informatiques-gestion"": 2, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 5}",robotique;sante,,recherche,teletravail,parcours-isaia
cand-000275,matiere_synthetique_8,14.33,"{""competence-techniques-informatiques-gestion"": 1, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 4, ""competence-statistiques-informatique"": 1}",finance;informatique;design,,enseignement,teletravail,parcours-imticia
cand-000971,matiere_synthetique_5;matiere_synthetique_17,6.98,"{""competence-techniques-informatiques-gestion"": 2, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 3, ""competence-statistiques-informatique"": 3}",sante;informatique,projet_associatif,enseignement,bureau,parcours-esiia
cand-000702,matiere_synthetique_6;matiere_synthetique_4;matiere_synthetique_3,12.25,"{""competence-techniques-informatiques-gestion"": 2, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 4, ""competence-statistiques-informatique"": 5}",management,projet_personnel_tech;projet_associatif,enseignement,bureau,parcours-esiia
cand-000709,matiere_synthetique_8;matiere_synthetique_7;matiere_synthetique_4,17.72,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 3, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 1}",design;tourisme,projet_personnel_tech,salariat,bureau,parcours-imticia
cand-000248,matiere_synthetique_8;matiere_synthetique_18;matiere_synthetique_20,13.82,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 1, ""competence-statistiques-informatique"": 4}",ecologie;finance;tourisme,projet_personnel_tech,salariat,teletravail,parcours-igglia
cand-000403,matiere_synthetique_19;matiere_synthetique_5,19.12,"{""competence-techniques-informatiques-gestion"": 3, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 1, ""competence-statistiques-informatique"": 3}",robotique;ecologie;tourisme,projet_personnel_tech,enseignement,terrain,parcours-igglia
cand-000703,matiere_synthetique_15,11.2,"{""competence-techniques-informatiques-gestion"": 3, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 0, ""competence-statistiques-informatique"": 2}",sante,projet_personnel_tech,fonction_publique,terrain,parcours-igglia
cand-000386,matiere_synthetique_12;matiere_synthetique_19;matiere_synthetique_20,7.29,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 1, ""competence-statistiques-informatique"": 1}",informatique;tourisme,projet_associatif,salariat,bureau,parcours-igglia
cand-000004,matiere_synthetique_7;matiere_synthetique_10,17.17,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 5}",sante;tourisme,,enseignement,hybride,parcours-igglia
cand-000818,matiere_synthetique_20,18.43,"{""competence-techniques-informatiques-gestion"": 2, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 5}",informatique;design;ecologie,projet_personnel_tech,fonction_publique,hybride,parcours-imticia
cand-000560,matiere_synthetique_2;matiere_synthetique_10,15.82,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 3, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 5}",management,projet_personnel_tech,fonction_publique,terrain,parcours-imticia
cand-000156,matiere_synthetique_11;matiere_synthetique_9;matiere_synthetique_2,8.41,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 1}",robotique;tourisme,projet_personnel_tech,recherche,bureau,parcours-esiia
cand-000359,matiere_synthetique_10;matiere_synthetique_3,9.38,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 4}",informatique,,enseignement,teletravail,parcours-igglia
cand-000239,matiere_synthetique_9,17.34,"{""competence-techniques-informatiques-gestion"": 2, ""competence-electronique-systemes"": 0, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 4}",tourisme;management;design,projet_personnel_tech,entrepreneuriat,hybride,parcours-isaia
cand-000768,matiere_synthetique_19,9.65,"{""competence-techniques-informatiques-gestion"": 2, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 4}",management;finance;tourisme,,enseignement,teletravail,parcours-imticia
cand-000688,matiere_synthetique_18,12.78,"{""competence-techniques-informatiques-gestion"": 3, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 1, ""competence-statistiques-informatique"": 4}",design;robotique,projet_personnel_tech,entrepreneuriat,terrain,parcours-esiia
cand-000812,matiere_synthetique_19,17.28,"{""competence-techniques-informatiques-gestion"": 2, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 0, ""competence-statistiques-informatique"": 0}",ecologie;robotique;design,,salariat,terrain,parcours-esiia
cand-000399,matiere_synthetique_17;matiere_synthetique_4;matiere_synthetique_12,9.02,"{""competence-techniques-informatiques-gestion"": 3, ""competence-electronique-systemes"": 0, ""competence-multimedia-telecommunications"": 3, ""competence-statistiques-informatique"": 5}",sante;informatique,projet_personnel_tech,fonction_publique,bureau,parcours-isaia
cand-000377,matiere_synthetique_14;matiere_synthetique_14;matiere_synthetique_6,12.46,"{""competence-techniques-informatiques-gestion"": 3, ""competence-electronique-systemes"": 3, ""competence-multimedia-telecommunications"": 4, ""competence-statistiques-informatique"": 5}",ecologie;agriculture,projet_personnel_tech,salariat,terrain,parcours-isaia
cand-000843,matiere_synthetique_4;matiere_synthetique_1,17.95,"{""competence-techniques-informatiques-gestion"": 0, ""competence-electronique-systemes"": 3, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 5}",tourisme,,recherche,terrain,parcours-imticia
cand-000502,matiere_synthetique_19,16.46,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 0}",tourisme;design,projet_personnel_tech,entrepreneuriat,teletravail,parcours-igglia
cand-000061,matiere_synthetique_14;matiere_synthetique_15,14.94,"{""competence-techniques-informatiques-gestion"": 3, ""competence-electronique-systemes"": 0, ""competence-multimedia-telecommunications"": 3, ""competence-statistiques-informatique"": 5}",informatique;agriculture,projet_associatif,entrepreneuriat,teletravail,parcours-isaia
cand-000010,matiere_synthetique_17;matiere_synthetique_7;matiere_synthetique_17,18.38,"{""competence-techniques-informatiques-gestion"": 3, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 2}",ecologie;tourisme,,enseignement,teletravail,parcours-imticia
cand-000258,matiere_synthetique_16;matiere_synthetique_9;matiere_synthetique_1,9.51,"{""competence-techniques-informatiques-gestion"": 1, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 1}",ecologie;sante,,entrepreneuriat,hybride,parcours-imticia
cand-000213,matiere_synthetique_1,15.34,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 5}",tourisme;agriculture,projet_associatif,enseignement,bureau,parcours-igglia
cand-000683,matiere_synthetique_8;matiere_synthetique_17;matiere_synthetique_15,14.6,"{""competence-techniques-informatiques-gestion"": 1, ""competence-electronique-systemes"": 3, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 3}",tourisme,,recherche,hybride,parcours-imticia
cand-000047,matiere_synthetique_5;matiere_synthetique_11,9.2,"{""competence-techniques-informatiques-gestion"": 2, ""competence-electronique-systemes"": 0, ""competence-multimedia-telecommunications"": 4, ""competence-statistiques-informatique"": 3}",agriculture;management;robotique,projet_associatif,recherche,terrain,parcours-imticia
cand-000920,matiere_synthetique_6;matiere_synthetique_4,14.57,"{""competence-techniques-informatiques-gestion"": 0, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 4, ""competence-statistiques-informatique"": 2}",informatique,,salariat,bureau,parcours-esiia
cand-000522,matiere_synthetique_5,14.88,"{""competence-techniques-informatiques-gestion"": 0, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 4, ""competence-statistiques-informatique"": 5}",design,,entrepreneuriat,hybride,parcours-esiia
cand-000925,matiere_synthetique_3,13.26,"{""competence-techniques-informatiques-gestion"": 2, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 2}",sante,projet_personnel_tech,fonction_publique,teletravail,parcours-esiia
cand-000461,matiere_synthetique_3;matiere_synthetique_7,13.63,"{""competence-techniques-informatiques-gestion"": 2, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 3, ""competence-statistiques-informatique"": 1}",sante;robotique,,entrepreneuriat,hybride,parcours-imticia
cand-000147,matiere_synthetique_17;matiere_synthetique_4,14.45,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 1, ""competence-statistiques-informatique"": 1}",sante,,recherche,hybride,parcours-igglia
cand-000651,matiere_synthetique_5;matiere_synthetique_19;matiere_synthetique_7,11.9,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 1, ""competence-statistiques-informatique"": 1}",tourisme,projet_associatif,fonction_publique,terrain,parcours-igglia
cand-000293,matiere_synthetique_2;matiere_synthetique_7;matiere_synthetique_16,9.11,"{""competence-techniques-informatiques-gestion"": 1, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 5}",sante;ecologie;finance,,recherche,hybride,parcours-esiia
cand-000060,matiere_synthetique_12,15.72,"{""competence-techniques-informatiques-gestion"": 2, ""competence-electronique-systemes"": 0, ""competence-multimedia-telecommunications"": 3, ""competence-statistiques-informatique"": 1}",agriculture;design;robotique,,enseignement,bureau,parcours-imticia
cand-000083,matiere_synthetique_18;matiere_synthetique_4,8.3,"{""competence-techniques-informatiques-gestion"": 1, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 5}",design;finance;robotique,,recherche,bureau,parcours-esiia
cand-000387,matiere_synthetique_16;matiere_synthetique_20,15.79,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 2}",informatique;design,,salariat,hybride,parcours-igglia
cand-000988,matiere_synthetique_15;matiere_synthetique_1,14.59,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 1}",ecologie;management,projet_associatif,enseignement,terrain,parcours-igglia
cand-000572,matiere_synthetique_11,15.42,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 3, ""competence-statistiques-informatique"": 5}",tourisme;design,,enseignement,bureau,parcours-igglia
cand-000706,matiere_synthetique_8;matiere_synthetique_20,18.05,"{""competence-techniques-informatiques-gestion"": 2, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 4, ""competence-statistiques-informatique"": 1}",finance;tourisme,,fonction_publique,teletravail,parcours-imticia
cand-000302,matiere_synthetique_7;matiere_synthetique_17,11.29,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 4}",design;agriculture,projet_personnel_tech,salariat,terrain,parcours-igglia
cand-000914,matiere_synthetique_6;matiere_synthetique_9,9.76,"{""competence-techniques-informatiques-gestion"": 0, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 4}",agriculture;finance;robotique,,entrepreneuriat,hybride,parcours-isaia
cand-000735,matiere_synthetique_15;matiere_synthetique_17,15.59,"{""competence-techniques-informatiques-gestion"": 1, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 5}",design,projet_associatif,recherche,bureau,parcours-isaia
cand-000136,matiere_synthetique_15;matiere_synthetique_9,10.76,"{""competence-techniques-informatiques-gestion"": 2, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 4}",sante;informatique;design,,entrepreneuriat,bureau,parcours-esiia
cand-000130,matiere_synthetique_16;matiere_synthetique_13;matiere_synthetique_4,9.65,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 2}",informatique;finance,projet_personnel_tech,fonction_publique,bureau,parcours-igglia
cand-000664,matiere_synthetique_3;matiere_synthetique_18;matiere_synthetique_3,14.66,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 3, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 1}",informatique,,enseignement,hybride,parcours-igglia
cand-000671,matiere_synthetique_18;matiere_synthetique_5;matiere_synthetique_10,12.65,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 1, ""competence-statistiques-informatique"": 2}",tourisme,projet_personnel_tech,fonction_publique,teletravail,parcours-igglia
cand-000922,matiere_synthetique_2;matiere_synthetique_15,14.31,"{""competence-techniques-informatiques-gestion"": 1, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 4, ""competence-statistiques-informatique"": 1}",informatique;finance;management,,entrepreneuriat,teletravail,parcours-imticia
cand-000906,matiere_synthetique_12,12.05,"{""competence-techniques-informatiques-gestion"": 3, ""competence-electronique-systemes"": 3, ""competence-multimedia-telecommunications"": 1, ""competence-statistiques-informatique"": 2}",tourisme;design,projet_personnel_tech,salariat,terrain,parcours-igglia
cand-000237,matiere_synthetique_6;matiere_synthetique_4,10.37,"{""competence-techniques-informatiques-gestion"": 3, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 3}",sante;finance,projet_personnel_tech,enseignement,terrain,parcours-imticia
cand-000473,matiere_synthetique_6,15.54,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 1, ""competence-statistiques-informatique"": 5}",sante;design;agriculture,,entrepreneuriat,teletravail,parcours-esiia
cand-000668,matiere_synthetique_19;matiere_synthetique_1,9.22,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 4, ""competence-statistiques-informatique"": 4}",tourisme;management;robotique,projet_personnel_tech,recherche,bureau,parcours-esiia
cand-000894,matiere_synthetique_20,9.95,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 3}",robotique;design;informatique,,entrepreneuriat,hybride,parcours-igglia
cand-000946,matiere_synthetique_19;matiere_synthetique_18,10.44,"{""competence-techniques-informatiques-gestion"": 2, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 2}",robotique;management;informatique,projet_personnel_tech;projet_associatif,recherche,bureau,parcours-esiia
cand-000687,matiere_synthetique_11;matiere_synthetique_11,15.34,"{""competence-techniques-informatiques-gestion"": 3, ""competence-electronique-systemes"": 3, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 2}",agriculture;sante,,entrepreneuriat,bureau,parcours-igglia
cand-000966,matiere_synthetique_14;matiere_synthetique_16,9.27,"{""competence-techniques-informatiques-gestion"": 1, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 5}",robotique,projet_personnel_tech;projet_associatif,fonction_publique,bureau,parcours-imticia
cand-000193,matiere_synthetique_6;matiere_synthetique_7;matiere_synthetique_6,17.24,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 5}",ecologie;agriculture,projet_personnel_tech,salariat,bureau,parcours-isaia
cand-000446,matiere_synthetique_13;matiere_synthetique_11;matiere_synthetique_2,15.08,"{""competence-techniques-informatiques-gestion"": 1, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 5}",management,,salariat,teletravail,parcours-esiia
cand-000806,matiere_synthetique_13;matiere_synthetique_9;matiere_synthetique_19,13.12,"{""competence-techniques-informatiques-gestion"": 2, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 5}",robotique,,fonction_publique,teletravail,parcours-esiia
cand-000640,matiere_synthetique_2,7.23,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 5}",management,,salariat,bureau,parcours-igglia
cand-000556,matiere_synthetique_3;matiere_synthetique_17;matiere_synthetique_8,16.08,"{""competence-techniques-informatiques-gestion"": 0, ""competence-electronique-systemes"": 3, ""competence-multimedia-telecommunications"": 3, ""competence-statistiques-informatique"": 5}",tourisme;management;finance,,fonction_publique,hybride,parcours-isaia
cand-000405,matiere_synthetique_16,12.12,"{""competence-techniques-informatiques-gestion"": 1, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 1}",tourisme;informatique;ecologie,,fonction_publique,hybride,parcours-imticia
cand-000994,matiere_synthetique_13,11.37,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 1}",design;ecologie,projet_associatif,recherche,terrain,parcours-igglia
cand-000143,matiere_synthetique_1;matiere_synthetique_5,10.82,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 0, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 4}",sante;agriculture,projet_personnel_tech,entrepreneuriat,teletravail,parcours-igglia
cand-000839,matiere_synthetique_11,17.18,"{""competence-techniques-informatiques-gestion"": 1, ""competence-electronique-systemes"": 0, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 1}",management;tourisme,,entrepreneuriat,hybride,parcours-imticia
cand-000172,matiere_synthetique_17;matiere_synthetique_9;matiere_synthetique_16,12.81,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 5}",sante;agriculture,,fonction_publique,terrain,parcours-igglia
cand-000595,matiere_synthetique_6,11.98,"{""competence-techniques-informatiques-gestion"": 1, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 5}",finance,,recherche,teletravail,parcours-imticia
cand-000211,matiere_synthetique_8;matiere_synthetique_3,12.87,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 4, ""competence-statistiques-informatique"": 3}",tourisme,,fonction_publique,bureau,parcours-igglia
cand-000889,matiere_synthetique_17;matiere_synthetique_18;matiere_synthetique_4,6.44,"{""competence-techniques-informatiques-gestion"": 1, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 3}",robotique,projet_personnel_tech,recherche,hybride,parcours-imticia
cand-000908,matiere_synthetique_3;matiere_synthetique_13,15.44,"{""competence-techniques-informatiques-gestion"": 3, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 4, ""competence-statistiques-informatique"": 1}",robotique;tourisme,projet_personnel_tech,salariat,teletravail,parcours-esiia
cand-000569,matiere_synthetique_12;matiere_synthetique_10;matiere_synthetique_9,11.58,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 4, ""competence-statistiques-informatique"": 3}",ecologie,,recherche,hybride,parcours-igglia
cand-000120,matiere_synthetique_9,10.6,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 4, ""competence-statistiques-informatique"": 3}",management;tourisme,,salariat,bureau,parcours-igglia
cand-000870,matiere_synthetique_12,10.46,"{""competence-techniques-informatiques-gestion"": 3, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 0, ""competence-statistiques-informatique"": 4}",agriculture;finance;robotique,projet_associatif,recherche,hybride,parcours-isaia
cand-000249,matiere_synthetique_11;matiere_synthetique_15,4.53,"{""competence-techniques-informatiques-gestion"": 3, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 1, ""competence-statistiques-informatique"": 5}",agriculture;sante;robotique,projet_associatif,fonction_publique,terrain,parcours-esiia
cand-000103,matiere_synthetique_14;matiere_synthetique_19;matiere_synthetique_6,16.18,"{""competence-techniques-informatiques-gestion"": 1, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 3}",finance;management;ecologie,,salariat,teletravail,parcours-imticia
cand-000562,matiere_synthetique_12;matiere_synthetique_7;matiere_synthetique_5,15.1,"{""competence-techniques-informatiques-gestion"": 3, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 3, ""competence-statistiques-informatique"": 2}",management;agriculture,projet_associatif,recherche,bureau,parcours-igglia
cand-000051,matiere_synthetique_13;matiere_synthetique_8;matiere_synthetique_11,10.27,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 3, ""competence-multimedia-telecommunications"": 4, ""competence-statistiques-informatique"": 3}",robotique;design;agriculture,projet_personnel_tech,enseignement,terrain,parcours-igglia
cand-000418,matiere_synthetique_10;matiere_synthetique_13,15.74,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 0}",design;robotique,,salariat,teletravail,parcours-igglia
cand-000135,matiere_synthetique_15;matiere_synthetique_14;matiere_synthetique_2,9.59,"{""competence-techniques-informatiques-gestion"": 2, ""competence-electronique-systemes"": 3, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 4}",ecologie,,enseignement,teletravail,parcours-imticia
cand-000166,matiere_synthetique_10,10.49,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 0, ""competence-statistiques-informatique"": 2}",tourisme;robotique;design,projet_personnel_tech;projet_associatif,salariat,bureau,parcours-esiia
cand-000187,matiere_synthetique_6;matiere_synthetique_9,15.27,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 4}",informatique;sante,,salariat,hybride,parcours-igglia
cand-000479,matiere_synthetique_14;matiere_synthetique_20;matiere_synthetique_8,9.21,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 0}",robotique;ecologie,,recherche,teletravail,parcours-imticia
cand-000234,matiere_synthetique_9;matiere_synthetique_1,12.05,"{""competence-techniques-informatiques-gestion"": 3, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 4, ""competence-statistiques-informatique"": 1}",management,,entrepreneuriat,terrain,parcours-esiia
cand-000200,matiere_synthetique_14;matiere_synthetique_1;matiere_synthetique_6,8.99,"{""competence-techniques-informatiques-gestion"": 3, ""competence-electronique-systemes"": 3, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 5}",finance;management;tourisme,projet_personnel_tech,salariat,terrain,parcours-imticia
cand-000913,matiere_synthetique_15,6.11,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 3, ""competence-statistiques-informatique"": 5}",informatique;robotique;tourisme,,salariat,bureau,parcours-isaia
cand-000354,matiere_synthetique_20;matiere_synthetique_2,8.88,"{""competence-techniques-informatiques-gestion"": 1, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 0, ""competence-statistiques-informatique"": 3}",informatique;robotique;management,,entrepreneuriat,bureau,parcours-isaia
cand-000379,matiere_synthetique_11;matiere_synthetique_7,12.21,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 1, ""competence-statistiques-informatique"": 4}",robotique;informatique,,fonction_publique,bureau,parcours-igglia
cand-000317,matiere_synthetique_5;matiere_synthetique_19;matiere_synthetique_15,15.84,"{""competence-techniques-informatiques-gestion"": 3, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 4}",design;informatique,,entrepreneuriat,hybride,parcours-esiia
cand-000514,matiere_synthetique_12,9.47,"{""competence-techniques-informatiques-gestion"": 2, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 1, ""competence-statistiques-informatique"": 5}",finance;design;robotique,,fonction_publique,hybride,parcours-isaia
cand-000257,matiere_synthetique_19;matiere_synthetique_9;matiere_synthetique_19,9.43,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 3, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 2}",agriculture;design,,salariat,teletravail,parcours-imticia
cand-000048,matiere_synthetique_13,18.67,"{""competence-techniques-informatiques-gestion"": 2, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 2}",finance;management;robotique,,salariat,hybride,parcours-imticia
cand-000429,matiere_synthetique_14,16.46,"{""competence-techniques-informatiques-gestion"": 1, ""competence-electronique-systemes"": 3, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 1}",informatique;sante;design,projet_personnel_tech;projet_associatif,fonction_publique,bureau,parcours-esiia
