id_candidat,matieres_preferees,moyenne_scolaire,competences,centres_interet,projets,preferences_professionnelles,environnement_travail,parcours_cible
cand-000795,matiere_synthetique_1,7.29,"{""competence-techniques-informatiques-gestion"": 1, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 3, ""competence-statistiques-informatique"": 5}",design,projet_personnel_tech,salariat,bureau,parcours-esiia
cand-001268,matiere_synthetique_13,16.48,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 2}",design,,recherche,hybride,parcours-igglia
cand-000880,matiere_synthetique_12;matiere_synthetique_14;matiere_synthetique_5,12.84,"{""competence-techniques-informatiques-gestion"": 0, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 4, ""competence-statistiques-informatique"": 3}",tourisme;agriculture,,entrepreneuriat,hybride,parcours-pip
cand-001182,matiere_synthetique_1,15.0,"{""competence-techniques-informatiques-gestion"": 1, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 3, ""competence-statistiques-informatique"": 5}",tourisme;finance,projet_personnel_tech,entrepreneuriat,teletravail,parcours-iaa
cand-000421,matiere_synthetique_18;matiere_synthetique_19;matiere_synthetique_10,17.02,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 3, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 1}",tourisme,,enseignement,hybride,parcours-caa
cand-000709,matiere_synthetique_3;matiere_synthetique_5,11.43,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 3}",sante;informatique,,enseignement,hybride,parcours-imticia
cand-001872,matiere_synthetique_20;matiere_synthetique_10;matiere_synthetique_10,9.83,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 4, ""competence-statistiques-informatique"": 2}",sante,,salariat,terrain,parcours-imticia
cand-001845,matiere_synthetique_1;matiere_synthetique_18,11.86,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 3, ""competence-multimedia-telecommunications"": 1, ""competence-statistiques-informatique"": 5}",management;agriculture;finance,,entrepreneuriat,hybride,parcours-esiia
cand-001920,matiere_synthetique_1;matiere_synthetique_5;matiere_synthetique_17,13.64,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 1, ""competence-statistiques-informatique"": 1}",design,,recherche,teletravail,parcours-isaia
cand-000754,matiere_synthetique_2,17.24,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 3, ""competence-statistiques-informatique"": 5}",sante,,recherche,terrain,parcours-esiia
cand-000045,matiere_synthetique_12;matiere_synthetique_12,13.24,"{""competence-techniques-informatiques-gestion"": 2, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 3, ""competence-statistiques-informatique"": 1}",ecologie,,fonction_publique,bureau,parcours-isaia
cand-000213,matiere_synthetique_18,7.99,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 4}",informatique;management;agriculture,,entrepreneuriat,teletravail,parcours-isaia
cand-001140,matiere_synthetique_15,10.25,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 1, ""competence-statistiques-informatique"": 5}",finance;design,,recherche,bureau,parcours-emii
cand-001988,matiere_synthetique_8,13.83,"{""competence-techniques-informatiques-gestion"": 3, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 5}",informatique,,salariat,hybride,parcours-gca
cand-001852,matiere_synthetique_2;matiere_synthetique_12,12.35,"{""competence-techniques-informatiques-gestion"": 3, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 1, ""competence-statistiques-informatique"": 4}",finance;design,,salariat,hybride,parcours-fic
cand-000100,matiere_synthetique_7;matiere_synthetique_6,18.81,"{""competence-techniques-informatiques-gestion"": 2, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 1}",tourisme;informatique,projet_associatif,entrepreneuriat,bureau,parcours-teh
cand-001177,matiere_synthetique_14;matiere_synthetique_16;matiere_synthetique_16,15.05,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 5}",robotique,,entrepreneuriat,teletravail,parcours-esiia
cand-001574,matiere_synthetique_3,15.02,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 1, ""competence-statistiques-informatique"": 5}",tourisme;agriculture,,recherche,bureau,parcours-esiia
cand-000752,matiere_synthetique_7,8.76,"{""competence-techniques-informatiques-gestion"": 1, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 5}",tourisme;agriculture,,salariat,hybride,parcours-imticia
cand-001662,matiere_synthetique_2;matiere_synthetique_6,15.46,"{""competence-techniques-informatiques-gestion"": 1, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 4, ""competence-statistiques-informatique"": 2}",sante;agriculture,,entrepreneuriat,teletravail,parcours-isaia
cand-000102,matiere_synthetique_6,17.59,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 1, ""competence-statistiques-informatique"": 0}",ecologie,,fonction_publique,teletravail,parcours-icmp
cand-000056,matiere_synthetique_10;matiere_synthetique_4;matiere_synthetique_10,12.36,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 4, ""competence-statistiques-informatique"": 5}",robotique;sante,,fonction_publique,bureau,parcours-isaia
cand-001641,matiere_synthetique_6;matiere_synthetique_4,8.22,"{""competence-techniques-informatiques-gestion"": 2, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 4, ""competence-statistiques-informatique"": 2}",informatique;management,projet_personnel_tech,enseignement,terrain,parcours-teh
cand-001402,matiere_synthetique_12;matiere_synthetique_12,12.3,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 1, ""competence-statistiques-informatique"": 3}",management;informatique,,fonction_publique,bureau,parcours-esiia
cand-001065,matiere_synthetique_19;matiere_synthetique_9;matiere_synthetique_4,17.08,"{""competence-techniques-informatiques-gestion"": 3, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 3}",robotique;sante;informatique,projet_personnel_tech;projet_associatif,salariat,teletravail,parcours-imticia
cand-001154,matiere_synthetique_13,9.31,"{""competence-techniques-informatiques-gestion"": 3, ""competence-electronique-systemes"": 3, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 3}",informatique;design,,fonction_publique,bureau,parcours-emp
cand-000822,matiere_synthetique_14;matiere_synthetique_5,8.33,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 3, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 3}",sante;ecologie;design,,fonction_publique,hybride,parcours-isaia
cand-001068,matiere_synthetique_5,12.39,"{""competence-techniques-informatiques-gestion"": 1, ""competence-electronique-systemes"": 3, ""competence-multimedia-telecommunications"": 4, ""competence-statistiques-informatique"": 3}",management,,fonction_publique,hybride,parcours-imticia
cand-001284,matiere_synthetique_12;matiere_synthetique_17,9.29,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 3, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 1}",management;informatique,,fonction_publique,hybride,parcours-emp
cand-000426,matiere_synthetique_3;matiere_synthetique_3;matiere_synthetique_6,10.93,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 3}",design;management,,enseignement,terrain,parcours-icmp
cand-000775,matiere_synthetique_4,17.56,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 3}",management,,fonction_publique,hybride,parcours-emp
cand-000667,matiere_synthetique_1;matiere_synthetique_5,13.1,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 5}",ecologie,,recherche,bureau,parcours-tee
cand-001721,matiere_synthetique_18,9.42,"{""competence-techniques-informatiques-gestion"": 3, ""competence-electronique-systemes"": 3, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 5}",finance;robotique;ecologie,,entrepreneuriat,terrain,parcours-imticia
cand-001822,matiere_synthetique_20;matiere_synthetique_5,16.56,"{""competence-techniques-informatiques-gestion"": 0, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 5}",robotique;finance;informatique,projet_personnel_tech,enseignement,teletravail,parcours-isaia
cand-000054,matiere_synthetique_2;matiere_synthetique_3;matiere_synthetique_19,10.11,"{""competence-techniques-informatiques-gestion"": 0, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 5}",design,,recherche,bureau,parcours-icmp
cand-001036,matiere_synthetique_7,14.95,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 1, ""competence-statistiques-informatique"": 2}",robotique;agriculture;ecologie,projet_personnel_tech;projet_associatif,fonction_publique,teletravail,parcours-aee
cand-001146,matiere_synthetique_7;matiere_synthetique_3;matiere_synthetique_4,9.13,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 2}",sante,,enseignement,hybride,parcours-aee
cand-001743,matiere_synthetique_14,15.6,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 0, ""competence-statistiques-informatique"": 5}",ecologie;informatique,projet_personnel_tech,fonction_publique,terrain,parcours-igglia
cand-000486,matiere_synthetique_17;matiere_synthetique_12,13.3,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 3, ""competence-statistiques-informatique"": 1}",sante,projet_associatif,fonction_publique,hybride,parcours-tee
cand-000943,matiere_synthetique_7,10.67,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 0, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 5}",management;finance;informatique,projet_personnel_tech,fonction_publique,bureau,parcours-imticia
cand-001977,matiere_synthetique_10,13.97,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 4}",sante;finance,,entrepreneuriat,terrain,parcours-igglia
cand-001620,matiere_synthetique_20;matiere_synthetique_9,10.5,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 3, ""competence-multimedia-telecommunications"": 1, ""competence-statistiques-informatique"": 5}",robotique;finance;informatique,,entrepreneuriat,terrain,parcours-aee
cand-000325,matiere_synthetique_6;matiere_synthetique_5;matiere_synthetique_3,11.51,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 3, ""competence-statistiques-informatique"": 5}",informatique,,recherche,terrain,parcours-emii
cand-001213,matiere_synthetique_18;matiere_synthetique_3,10.79,"{""competence-techniques-informatiques-gestion"": 2, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 1, ""competence-statistiques-informatique"": 5}",management;ecologie;sante,,entrepreneuriat,bureau,parcours-emp
cand-001400,matiere_synthetique_16,17.12,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 4}",tourisme;sante,,enseignement,terrain,parcours-isaia
cand-001351,matiere_synthetique_19;matiere_synthetique_11;matiere_synthetique_3,17.17,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 1, ""competence-statistiques-informatique"": 5}",management;agriculture,,fonction_publique,hybride,parcours-icmp
cand-000339,matiere_synthetique_20;matiere_synthetique_13;matiere_synthetique_18,14.62,"{""competence-techniques-informatiques-gestion"": 2, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 3}",informatique,projet_personnel_tech,salariat,hybride,parcours-teh
cand-001980,matiere_synthetique_16;matiere_synthetique_7;matiere_synthetique_17,18.55,"{""competence-techniques-informatiques-gestion"": 1, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 3, ""competence-statistiques-informatique"": 0}",design;robotique,,entrepreneuriat,hybride,parcours-emp
cand-000819,matiere_synthetique_2,9.62,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 3, ""competence-multimedia-telecommunications"": 1, ""competence-statistiques-informatique"": 2}",informatique;design,projet_associatif,recherche,hybride,parcours-aee
cand-000295,matiere_synthetique_20;matiere_synthetique_4;matiere_synthetique_14,7.27,"{""competence-techniques-informatiques-gestion"": 0, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 3}",management;finance,,enseignement,bureau,parcours-iaa
cand-001445,matiere_synthetique_13;matiere_synthetique_3;matiere_synthetique_20,14.38,"{""competence-techniques-informatiques-gestion"": 3, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 4, ""competence-statistiques-informatique"": 3}",informatique;design,,enseignement,hybride,parcours-emp
cand-000410,matiere_synthetique_12;matiere_synthetique_12;matiere_synthetique_13,6.71,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 3, ""competence-statistiques-informatique"": 2}",robotique,,entrepreneuriat,hybride,parcours-emp
cand-000238,matiere_synthetique_7,9.61,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 5}",design;finance,,entrepreneuriat,hybride,parcours-esiia
cand-000846,matiere_synthetique_3;matiere_synthetique_20;matiere_synthetique_6,12.22,"{""competence-techniques-informatiques-gestion"": 1, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 4, ""competence-statistiques-informatique"": 2}",informatique;robotique,projet_associatif,salariat,terrain,parcours-aee
cand-001308,matiere_synthetique_3,16.3,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 3, ""competence-statistiques-informatique"": 5}",management,,fonction_publique,bureau,parcours-emii
cand-001368,matiere_synthetique_19;matiere_synthetique_19,15.53,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 3, ""competence-multimedia-telecommunications"": 3, ""competence-statistiques-informatique"": 5}",management;design,projet_personnel_tech,enseignement,hybride,parcours-imticia
cand-000636,matiere_synthetique_13,6.77,"{""competence-techniques-informatiques-gestion"": 1, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 3}",robotique,projet_personnel_tech;projet_associatif,salariat,terrain,parcours-pip
cand-000183,matiere_synthetique_19,14.9,"{""competence-techniques-informatiques-gestion"": 2, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 1, ""competence-statistiques-informatique"": 5}",sante,,enseignement,teletravail,parcours-icmp
cand-001578,matiere_synthetique_17;matiere_synthetique_7,16.11,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 4}",robotique;informatique,projet_personnel_tech,recherche,terrain,parcours-pip
cand-000927,matiere_synthetique_10;matiere_synthetique_15;matiere_synthetique_17,16.56,"{""competence-techniques-informatiques-gestion"": 2, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 3, ""competence-statistiques-informatique"": 4}",tourisme;informatique,,fonction_publique,terrain,parcours-dtja
cand-000611,matiere_synthetique_11,10.67,"{""competence-techniques-informatiques-gestion"": 2, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 1, ""competence-statistiques-informatique"": 4}",finance;ecologie,projet_personnel_tech,salariat,teletravail,parcours-isaia
cand-001273,matiere_synthetique_15,15.88,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 3, ""competence-statistiques-informatique"": 4}",agriculture,,enseignement,teletravail,parcours-imticia
cand-001509,matiere_synthetique_11;matiere_synthetique_12;matiere_synthetique_1,9.23,"{""competence-techniques-informatiques-gestion"": 3, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 4, ""competence-statistiques-informatique"": 1}",finance;ecologie,,salariat,bureau,parcours-tee
cand-000436,matiere_synthetique_9;matiere_synthetique_18;matiere_synthetique_6,14.52,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 4, ""competence-statistiques-informatique"": 5}",management,,fonction_publique,teletravail,parcours-caa
cand-001851,matiere_synthetique_18;matiere_synthetique_8,15.01,"{""competence-techniques-informatiques-gestion"": 2, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 2}",ecologie;tourisme,,fonction_publique,bureau,parcours-isaia
cand-000970,matiere_synthetique_3;matiere_synthetique_17,15.05,"{""competence-techniques-informatiques-gestion"": 3, ""competence-electronique-systemes"": 3, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 5}",management,,recherche,hybride,parcours-dtja
cand-000258,matiere_synthetique_13,11.34,"{""competence-techniques-informatiques-gestion"": 3, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 1, ""competence-statistiques-informatique"": 3}",tourisme;agriculture,,entrepreneuriat,terrain,parcours-emp
cand-000262,matiere_synthetique_1;matiere_synthetique_18,16.97,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 5}",agriculture,projet_personnel_tech,enseignement,terrain,parcours-dtja
cand-001029,matiere_synthetique_3;matiere_synthetique_17;matiere_synthetique_8,16.22,"{""competence-techniques-informatiques-gestion"": 2, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 0}",robotique;ecologie,projet_personnel_tech,entrepreneuriat,bureau,parcours-isaia
cand-001487,matiere_synthetique_7;matiere_synthetique_1;matiere_synthetique_15,17.77,"{""competence-techniques-informatiques-gestion"": 0, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 1, ""competence-statistiques-informatique"": 5}",tourisme;management;ecologie,projet_personnel_tech;projet_associatif,recherche,terrain,parcours-iaa
cand-000803,matiere_synthetique_16;matiere_synthetique_8;matiere_synthetique_11,10.27,"{""competence-techniques-informatiques-gestion"": 1, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 4}",ecologie;informatique;agriculture,,recherche,terrain,parcours-gca
cand-000467,matiere_synthetique_13;matiere_synthetique_6,15.39,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 3, ""competence-statistiques-informatique"": 5}",robotique;design;finance,,recherche,teletravail,parcours-emii
cand-000407,matiere_synthetique_9,8.18,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 3, ""competence-statistiques-informatique"": 2}",agriculture,,entrepreneuriat,bureau,parcours-emii
cand-001677,matiere_synthetique_11;matiere_synthetique_4,10.28,"{""competence-techniques-informatiques-gestion"": 1, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 3, ""competence-statistiques-informatique"": 4}",sante;management,,salariat,hybride,parcours-pip
cand-000687,matiere_synthetique_20;matiere_synthetique_2;matiere_synthetique_9,16.25,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 1, ""competence-statistiques-informatique"": 2}",robotique,projet_associatif,salariat,terrain,parcours-caa
cand-000394,matiere_synthetique_15;matiere_synthetique_13,15.95,"{""competence-techniques-informatiques-gestion"": 2, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 3}",informatique;tourisme,,recherche,terrain,parcours-esiia
cand-000345,matiere_synthetique_17;matiere_synthetique_10,17.92,"{""competence-techniques-informatiques-gestion"": 2, ""competence-electronique-systemes"": 3, ""competence-multimedia-telecommunications"": 1, ""competence-statistiques-informatique"": 5}",finance,projet_personnel_tech,fonction_publique,hybride,parcours-emp
cand-001654,matiere_synthetique_3;matiere_synthetique_18,20.0,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 5}",robotique;tourisme;informatique,,recherche,teletravail,parcours-tee
cand-001362,matiere_synthetique_5;matiere_synthetique_12;matiere_synthetique_8,14.93,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 4, ""competence-statistiques-informatique"": 4}",ecologie,,recherche,terrain,parcours-emii
cand-000257,matiere_synthetique_1;matiere_synthetique_14;matiere_synthetique_16,10.19,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 3}",tourisme,,enseignement,terrain,parcours-gca
cand-001799,matiere_synthetique_10;matiere_synthetique_17;matiere_synthetique_18,14.64,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 3}",tourisme;ecologie,projet_personnel_tech;projet_associatif,fonction_publique,terrain,parcours-emii
cand-001149,matiere_synthetique_17;matiere_synthetique_10,13.26,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 2}",informatique,,fonction_publique,teletravail,parcours-tee
cand-000594,matiere_synthetique_17,9.51,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 3, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 5}",management;robotique;finance,,recherche,terrain,parcours-imticia
cand-001853,matiere_synthetique_18;matiere_synthetique_1,9.76,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 1}",robotique,,enseignement,teletravail,parcours-icmp
cand-001486,matiere_synthetique_10,12.7,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 4}",finance;robotique,,salariat,teletravail,parcours-isaia
cand-000535,matiere_synthetique_14,13.44,"{""competence-techniques-informatiques-gestion"": 1, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 4}",design;informatique;sante,,fonction_publique,hybride,parcours-caa
cand-001744,matiere_synthetique_5,14.38,"{""competence-techniques-informatiques-gestion"": 0, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 3, ""competence-statistiques-informatique"": 5}",ecologie,,recherche,terrain,parcours-gca
cand-001955,matiere_synthetique_11;matiere_synthetique_11,11.14,"{""competence-techniques-informatiques-gestion"": 3, ""competence-electronique-systemes"": 0, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 2}",finance;ecologie;agriculture,projet_associatif,recherche,terrain,parcours-caa
cand-000981,matiere_synthetique_11;matiere_synthetique_20;matiere_synthetique_19,15.77,"{""competence-techniques-informatiques-gestion"": 2, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 3, ""competence-statistiques-informatique"": 4}",robotique;ecologie,projet_associatif,fonction_publique,teletravail,parcours-imticia
cand-000189,matiere_synthetique_3;matiere_synthetique_19;matiere_synthetique_4,14.43,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 3, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 3}",tourisme;design;agriculture,,enseignement,teletravail,parcours-fic
cand-000293,matiere_synthetique_12;matiere_synthetique_15;matiere_synthetique_12,11.67,"{""competence-techniques-informatiques-gestion"": 4, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 2}",tourisme;sante;robotique,projet_associatif,fonction_publique,teletravail,parcours-dtja
cand-001860,matiere_synthetique_1;matiere_synthetique_14,8.5,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 3}",sante;management;design,,salariat,hybride,parcours-emii
cand-001457,matiere_synthetique_13;matiere_synthetique_19;matiere_synthetique_20,11.46,"{""competence-techniques-informatiques-gestion"": 1, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 4, ""competence-statistiques-informatique"": 2}",ecologie,projet_associatif,salariat,bureau,parcours-aee
cand-001909,matiere_synthetique_14,11.04,"{""competence-techniques-informatiques-gestion"": 5, ""competence-electronique-systemes"": 5, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 1}",finance;design;robotique,,entrepreneuriat,hybride,parcours-tee
cand-001531,matiere_synthetique_17,14.42,"{""competence-techniques-informatiques-gestion"": 1, ""competence-electronique-systemes"": 4, ""competence-multimedia-telecommunications"": 4, ""competence-statistiques-informatique"": 4}",design;sante;ecologie,,fonction_publique,hybride,parcours-igglia
cand-000605,matiere_synthetique_14,11.48,"{""competence-techniques-informatiques-gestion"": 3, ""competence-electronique-systemes"": 2, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 5}",ecologie;tourisme,,salariat,bureau,parcours-esiia
cand-001683,matiere_synthetique_13,7.59,"{""competence-techniques-informatiques-gestion"": 1, ""competence-electronique-systemes"": 1, ""competence-multimedia-telecommunications"": 1, ""competence-statistiques-informatique"": 5}",design;robotique;sante,,recherche,hybride,parcours-esiia
cand-000509,matiere_synthetique_20;matiere_synthetique_13;matiere_synthetique_8,16.98,"{""competence-techniques-informatiques-gestion"": 3, ""competence-electronique-systemes"": 3, ""competence-multimedia-telecommunications"": 2, ""competence-statistiques-informatique"": 2}",robotique;informatique,,fonction_publique,hybride,parcours-icmp
cand-000413,matiere_synthetique_6;matiere_synthetique_17,16.84,"{""competence-techniques-informatiques-gestion"": 1, ""competence-electronique-systemes"": 3, ""competence-multimedia-telecommunications"": 5, ""competence-statistiques-informatique"": 4}",design;tourisme,,salariat,bureau,parcours-dtja
cand-000728,matiere_synthetique_9;matiere_synthetique_7,14.62,"{""competence-techniques-informatiques-gestion"": 2, ""competence-electronique-systemes"": 3, ""competence-multimedia-telecommunications"": 1, ""competence-statistiques-informatique"": 5}",ecologie;finance;sante,projet_personnel_tech,recherche,bureau,parcours-caa
